"Format","AiM CSV File"
"Session","Perimeter"
"Vehicle",""
"Racer",""
"Championship",""
"Comment",""
"Date","Saturday, September 27, 2025"
"Time","11:35 AM"
"Sample Rate","20"
"Duration","561.987"
"Segment","Session"
"Beacon Markers","19.941","47.974","73.706","98.908","119.259","139.18","159.419","179.435","199.289","218.969","238.601","258.149","277.695","297.127","316.724","336.369","356.142","376.199","395.585","415.089","434.46","453.897","473.39","493.481","513.153","533.062","561.987"
"Segment Times","0:19.941","0:28.033","0:25.732","0:25.202","0:20.351","0:19.921","0:20.239","0:20.016","0:19.854","0:19.680","0:19.632","0:19.548","0:19.546","0:19.432","0:19.597","0:19.645","0:19.773","0:20.057","0:19.386","0:19.504","0:19.371","0:19.437","0:19.493","0:20.091","0:19.672","0:19.909","0:28.925"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","Predictive Time","Prev Lap Diff","Temp","AccelerometerX","AccelerometerY","AccelerometerZ","GyroX","GyroY","GyroZ","Logger Temperature","Internal Batt","RPM","Steering Angle","Throttle","BrakePressure","Distance on GPS Speed"
"s","mph"," ","g","g","deg","deg","deg/s","ft","ft","mph","mi","deg","deg"," "," ","°F","g","g","g","deg/s","deg/s","deg/s","°F","V","rpm","deg","%","bar","mi"

"0.000","35.0189","16","0.0000","0.0000","0.1688","-113.6306","0.0000","613.4779","0.1286","0.1600","6.2137","42.83786884","-78.68835966","0.0000","0.0000","125.3187","-0.0932","-0.4045","-0.7705","31.6406","8.2969","15.0469","72.0500","4.0480","5523.0000","26.5312","7.1797","91.6250","0.0000"
"0.050","35.0189","16","0.0000","0.0000","0.1688","-113.6306","0.0000","613.4779","0.1286","0.1600","6.2137","42.83786884","-78.68835966","0.0000","0.0000","125.3187","-0.1248","-0.3602","-0.7957","31.6406","8.2969","15.0469","72.0500","4.0480","5523.0000","26.5312","7.1797","91.6250","0.0000"
"0.100","35.0189","16","0.0000","0.0000","0.1688","-113.6306","0.0000","613.4779","0.1286","0.1600","6.2137","42.83786884","-78.68835966","0.0000","0.0000","125.3187","-0.1499","-0.3896","-0.8364","31.6406","8.2969","15.0469","72.0500","4.0480","5523.0000","26.5312","7.1797","91.6250","0.0000"
"0.150","35.0189","16","0.0000","0.0000","0.1688","-113.6306","0.0000","613.4779","0.1286","0.1600","6.2137","42.83786884","-78.68835966","0.0000","0.0000","125.3187","-0.1146","-0.3403","-0.8472","31.6406","8.2969","15.0469","72.0500","4.0480","5523.0000","26.5312","7.1797","91.6250","0.0000"
"0.200","35.0189","16","0.0000","0.0000","0.1688","-113.6306","0.0000","613.4779","0.1286","0.1600","6.2137","42.83786884","-78.68835966","0.0000","0.0000","125.3187","-0.1450","-0.3442","-0.8481","31.6406","8.2969","15.0469","72.0500","4.0480","5523.0000","26.5312","7.1797","91.6250","0.0000"
"0.250","35.0189","16","0.0000","0.0000","0.1688","-113.6306","0.0000","613.4779","0.1286","0.1600","6.2137","42.83786884","-78.68835966","0.0000","0.0000","125.3187","-0.1722","-0.4286","-0.8430","18.2500","34.6875","28.6250","72.0500","4.0480","5523.0000","26.5312","7.1797","91.6250","0.0000"
"0.300","35.0189","16","0.0000","0.0000","0.1688","-113.6306","0.0000","613.4779","0.1286","0.1600","6.2137","42.83786884","-78.68835966","0.0000","0.0000","125.3187","-0.1719","-0.4075","-0.8750","5.9844","-65.0625","9.4375","72.0500","4.0480","5523.0000","26.3047","7.1797","91.6250","0.0000"
"0.350","35.0189","16","0.0000","0.0000","0.1688","-113.6306","0.0000","613.4779","0.1286","0.1600","6.2137","42.83786884","-78.68835966","0.0000","0.0000","125.3187","-0.2300","-0.4514","-0.9041","-29.8047","7.7734","42.6562","72.0500","4.0480","5523.0000","26.9219","7.1797","91.6250","0.0000"
"0.400","35.0189","16","0.0000","0.0000","0.1688","-113.6306","0.0000","613.4779","0.1286","0.1600","6.2137","42.83786884","-78.68835966","0.0000","0.0000","125.3187","-0.2150","-0.5215","-0.9448","-45.2812","72.5000","33.8125","72.0500","4.0480","5523.0000","28.8672","7.1797","91.6250","0.0000"
"0.450","35.0220","16","-0.0481","0.0038","0.1719","-113.6997","-1.7275","613.6083","0.1284","0.1600","0.3227","42.83786868","-78.68836063","0.0000","0.0000","125.3187","-0.0923","-0.4346","-1.0342","-18.2930","25.6719","10.6660","72.0500","4.0480","5523.0000","30.6562","7.1797","91.6250","0.0000"
"0.500","35.0106","16","-0.2886","-0.0189","0.1967","-114.2522","-10.3581","614.8229","0.1260","0.1562","0.0538","42.83786714","-78.68837036","0.0000","0.0000","125.6731","0.0116","-0.3672","-1.0732","5.2227","40.0938","9.4453","72.0500","4.0489","5496.7798","30.6172","7.1797","91.6250","0.0000"
"0.550","34.7344","16","-0.3180","-0.2879","0.1831","-114.7553","-11.4297","615.7664","0.1238","0.1500","0.0484","42.83786558","-78.68837990","0.0000","0.0000","126.0612","0.1974","-0.2552","-1.0547","-2.2266","-13.2031","-1.6230","72.0500","4.0499","5444.1201","29.3750","6.3555","91.6250","0.0000"
"0.600","34.4767","16","-0.6604","-0.1875","0.1694","-115.8694","-23.9698","616.5846","0.1216","0.1500","0.0229","42.83786353","-78.68838941","0.0000","0.0000","126.2412","0.2493","-0.1537","-0.9736","-24.7031","36.5938","7.1953","72.0500","4.0500","5425.7202","30.2500","6.3555","91.6250","0.0000"
"0.650","34.4338","15","-0.2352","-0.0243","0.1607","-116.3817","-8.5785","617.3299","0.1196","0.1600","0.0639","42.83786114","-78.68839852","0.0000","0.0000","126.3931","0.2106","-0.0165","-0.9463","-29.8906","-22.5391","-15.9688","72.0500","4.0500","5410.6001","31.8750","7.1797","91.6250","0.0000"
"0.700","34.4359","15","-0.1914","0.0034","0.2082","-116.7414","-6.9881","617.9603","0.1179","0.1637","0.0784","42.83785846","-78.68840716","0.0000","0.0000","126.8375","0.1497","0.0435","-1.0254","-15.2578","-48.6250","-23.1719","72.0500","4.0500","5365.0200","33.7031","7.1797","91.6250","0.0000"
"0.750","34.3900","15","-0.0821","-0.0551","0.2347","-116.9140","-2.9955","618.5760","0.1161","0.1700","0.1827","42.83785582","-78.68841578","0.0000","0.0000","127.1244","0.2192","0.1021","-1.1074","-13.5742","-39.5625","-3.8486","72.0500","4.0500","5290.6001","33.1562","8.8203","91.6250","0.0000"
"0.800","34.2284","16","0.1044","-0.1601","0.3096","-116.7774","3.8198","619.2573","0.1143","0.1612","0.1426","42.83785323","-78.68842442","0.0000","0.0000","127.3325","0.2224","0.1455","-1.1318","-18.0625","-1.3838","2.3848","72.0500","4.0491","5203.0000","34.7656","6.3555","91.5625","0.0000"
"0.850","34.0144","16","0.0221","-0.1979","0.3293","-116.7189","0.8145","619.9284","0.1127","0.1600","0.6646","42.83785051","-78.68843293","0.0000","0.0000","127.7150","0.1907","0.1414","-1.1089","3.7554","16.4141","2.6162","72.0500","4.0481","5140.2402","35.5625","7.1797","91.6250","0.0000"
"0.900","33.7824","16","0.0570","-0.2158","0.3644","-116.6109","2.1079","620.5682","0.1111","0.1600","0.2551","42.83784798","-78.68844110","0.0000","0.0000","127.9287","0.1815","0.1755","-1.0713","-5.6602","-0.1705","-4.1367","72.0500","4.0489","5124.5601","34.6125","5.5352","91.6250","0.0000"
"0.950","33.5240","16","0.0185","-0.2314","0.3573","-116.5667","0.6859","621.1987","0.1096","0.1600","0.7779","42.83784530","-78.68844895","0.0000","0.0000","128.1987","0.1658","0.2684","-1.0037","-51.5312","-0.4932","-16.0469","72.0500","4.0499","5100.2402","35.3391","6.3555","91.6250","0.0000"
"1.000","33.3430","16","0.3856","-0.1156","0.3463","-116.2331","14.4900","621.7401","0.1084","0.1600","0.0366","42.83784279","-78.68845684","0.0000","0.0000","128.6937","0.0712","0.3374","-0.9521","-84.2500","4.0664","-18.5000","72.0500","4.0509","5091.0200","39.5422","7.1797","91.6250","0.0000"
"1.050","33.2024","16","0.4028","-0.2352","0.3733","-115.2673","15.1882","622.2743","0.1071","0.1600","0.0348","42.83784065","-78.68846513","0.0000","0.0000","128.9413","0.0226","0.3523","-0.9773","-79.8125","1.9146","-20.7109","72.0500","4.0519","5061.6602","44.6562","5.5352","91.6250","0.0000"
"1.100","32.8023","16","0.5028","-0.2623","0.4684","-114.0168","19.1173","622.7918","0.1057","0.1600","0.0273","42.83783896","-78.68847343","0.0000","0.0000","129.2113","-0.0383","0.3203","-1.0283","-60.8438","-8.2969","-24.4375","72.0500","4.0511","5025.8799","48.1719","3.0684","91.6875","0.0000"
"1.150","32.5254","16","0.6024","-0.2316","0.4840","-113.0738","23.1080","623.3633","0.1047","0.1600","0.0224","42.83783728","-78.68848162","0.0000","0.0000","129.5094","-0.0830","0.3749","-1.0190","-50.1250","7.2637","-42.7969","72.0500","4.0501","5005.6802","50.7812","0.0000","91.6250","0.0000"
"1.200","32.4231","16","0.6575","-0.2113","0.4929","-112.3328","25.4141","623.9373","0.1035","0.1600","0.0203","42.83783551","-78.68849001","0.0000","0.0000","129.9875","-0.1068","0.5103","-0.9155","-84.5625","31.0469","-68.1250","72.0500","4.0500","5041.4600","53.0625","0.0004","91.6250","0.0000"
"1.250","32.1825","16","0.7026","-0.1827","0.4834","-110.9533","27.3573","624.5538","0.1023","0.1500","0.0187","42.83783409","-78.68849828","0.0000","0.0000","130.6287","-0.1238","0.6238","-0.7856","-134.7812","18.9844","-69.1875","72.0500","4.0500","5099.5601","57.9375","0.0004","91.5625","0.0000"
"1.300","31.9256","16","0.7701","-0.1549","0.4510","-108.9736","30.1743","625.1244","0.1013","0.1538","0.0168","42.83783339","-78.68850665","0.0000","0.0000","130.9494","-0.2812","0.4890","-0.7529","-145.3750","1.7598","-67.9375","72.0500","4.0491","5075.2402","65.9531","8.0625","91.6250","0.0000"
"1.350","31.6997","16","0.8215","-0.1350","0.4495","-106.5398","32.3666","625.6254","0.1001","0.1600","0.0156","42.83783327","-78.68851521","0.0000","0.0000","131.0787","-0.2930","0.2463","-0.7803","-35.7090","8.2012","-34.6875","72.0500","4.0481","5057.2798","73.6875","16.1250","91.6250","0.0000"
"1.400","31.6853","16","0.8242","-0.1156","0.4298","-105.3306","32.6315","626.2205","0.0989","0.1600","0.0155","42.83783266","-78.68852392","0.0000","0.0000","131.0338","-0.2327","0.1520","-0.8472","86.6875","15.0859","-12.8203","72.0500","4.0489","5023.9199","71.0938","18.8125","91.6250","0.0000"
"1.450","31.5752","15","0.7853","-0.0717","0.4628","-104.2629","31.2222","626.7145","0.0976","0.1600","0.0161","42.83783203","-78.68853258","0.0000","0.0000","131.2756","-0.2654","0.2615","-0.8013","90.1562","21.8125","-23.6172","72.0500","4.0499","5064.9199","63.5312","53.7812","91.6250","0.0000"
"1.500","31.5146","15","0.7564","-0.0200","0.4461","-103.2756","30.1470","627.2218","0.0965","0.1600","0.0166","42.83783140","-78.68854144","0.0000","0.0000","131.9056","-0.2720","0.4792","-0.6733","1.2900","-0.7866","-33.9062","72.0500","4.0500","5156.7402","59.7344","75.9375","91.6250","0.0000"
"1.550","31.5043","15","0.7778","0.0294","0.4044","-101.7478","31.0258","627.7539","0.0955","0.1600","0.0162","42.83783105","-78.68855045","0.0000","0.0000","132.1250","-0.3550","0.5085","-0.6289","-76.3438","-14.4453","-43.0781","72.0500","4.0500","5159.2202","62.1250","87.9375","91.6250","0.0000"
"1.600","31.4499","15","0.7952","0.0548","0.3284","-99.5188","31.6925","628.1337","0.0946","0.1688","0.0158","42.83783099","-78.68855940","0.0000","0.0000","132.3219","-0.3269","0.3560","-0.6509","-28.7500","-14.5391","-27.9219","72.0500","4.0500","5151.3999","67.6562","93.4375","91.6250","0.0000"
"1.650","31.7705","15","0.7720","0.0767","0.3258","-97.4542","30.7172","628.5879","0.0934","0.1787","0.0165","42.83783072","-78.68856881","0.0000","0.0000","132.8000","-0.2981","0.2516","-0.7327","89.6875","-12.4219","-0.0488","72.0500","4.0500","5157.0801","66.2500","89.0625","91.6250","0.0000"
"1.700","31.6682","15","0.7321","0.0998","0.3529","-96.3496","29.0589","629.0828","0.0922","0.1663","0.0173","42.83783018","-78.68857795","0.0000","0.0000","132.9688","-0.2264","0.3464","-0.7847","177.3750","-37.8750","-1.5059","72.0500","4.0500","5156.8999","58.9531","32.2500","91.6250","0.0000"
"1.750","31.7396","15","0.7098","0.0881","0.3594","-95.5812","28.0829","629.5371","0.0909","0.1600","0.0180","42.83782956","-78.68858720","0.0000","0.0000","132.9688","-0.1658","0.5515","-0.8840","137.1250","-42.0000","-14.7344","72.0500","4.0500","5178.8398","47.6562","5.5352","91.6250","0.0000"
"1.800","32.0288","16","0.7084","0.0529","0.3303","-94.2748","27.9482","629.8455","0.0900","0.1600","0.0182","42.83782935","-78.68859641","0.0000","0.0000","133.0081","-0.0457","0.6172","-0.9814","55.5625","-35.9062","-10.2578","72.0500","4.0500","5081.8599","43.7969","6.3555","91.6250","0.0000"
"1.850","32.0519","16","0.6887","0.0015","0.2911","-92.3217","27.1340","630.1161","0.0892","0.1612","0.0188","42.83782956","-78.68860541","0.0000","0.0000","133.4187","-0.0223","0.4846","-1.1274","17.1406","-44.9219","-2.3826","72.0500","4.0500","4868.6001","42.9375","5.5352","91.6250","0.0000"
"1.900","31.8997","16","0.5692","-0.0722","0.2604","-90.6793","22.4329","630.3750","0.0882","0.1663","0.0226","42.83782998","-78.68861415","0.0000","0.0000","133.7844","0.0906","0.3420","-1.1943","-27.7656","-55.4062","0.5635","72.0500","4.0500","4651.5200","42.7344","7.1797","91.6250","0.0000"
"1.950","31.7237","16","0.4769","-0.1723","0.2167","-89.9526","18.8517","630.6447","0.0872","0.1600","0.0268","42.83783029","-78.68862282","0.0000","0.0000","133.7506","0.1443","0.2754","-1.1914","-83.3750","-36.3984","-16.7852","72.0500","4.0500","4554.3198","45.0938","6.3555","91.6250","0.0000"
"2.000","31.3455","16","0.4268","-0.2594","0.1746","-89.5830","16.9761","630.8437","0.0864","0.1513","0.0294","42.83783060","-78.68863134","0.0000","0.0000","133.8181","0.1813","0.2769","-1.1270","-65.1875","-31.0781","-27.7969","72.0500","4.0500","4608.8198","51.4844","4.7109","91.5625","0.0000"
"2.050","31.0078","16","0.3991","-0.3202","0.0921","-88.8868","16.0254","631.0282","0.0852","0.1488","0.0308","42.83783103","-78.68863964","0.0000","0.0000","133.9869","0.2034","0.2625","-1.1230","-22.0898","-7.7217","-31.5938","72.0500","4.0500","4647.8198","52.7188","5.5352","91.6250","0.0000"
"2.100","30.5385","16","0.4129","-0.3564","0.0968","-88.0907","16.7754","631.2676","0.0843","0.1400","0.0290","42.83783139","-78.68864792","0.0000","0.0000","134.1162","0.1824","0.2686","-1.0918","-6.1211","7.3945","-27.9688","72.0500","4.0500","4621.4600","52.5109","7.1797","91.5625","0.0000"
"2.150","30.0868","16","0.4099","-0.3703","0.0977","-86.9715","16.8671","631.5053","0.0833","0.1400","0.0284","42.83783201","-78.68865612","0.0000","0.0000","134.3469","0.1651","0.3159","-1.0566","-27.1953","-14.2930","-27.2812","72.0500","4.0500","4534.0601","52.6094","6.3555","91.6250","0.0000"
"2.200","29.7395","16","0.3942","-0.3965","0.0942","-86.0946","16.4403","631.7438","0.0824","0.1400","0.0288","42.83783268","-78.68866428","0.0000","0.0000","134.5100","0.1196","0.3723","-1.0352","-52.0625","33.9062","-44.5938","72.0500","4.0500","4505.8599","54.5094","7.1797","91.6250","0.0000"
"2.250","29.3391","16","0.4176","-0.3820","0.1316","-85.4171","17.6742","631.8896","0.0816","0.1300","0.0264","42.83783331","-78.68867235","0.0000","0.0000","134.5437","0.0806","0.4067","-1.0032","-52.7969","40.3750","-30.4766","72.0500","4.0500","4474.5200","56.8875","8.0000","91.5625","0.0000"
"2.300","28.9593","16","0.4941","-0.3446","0.0787","-84.1451","21.2176","632.1005","0.0805","0.1262","0.0217","42.83783420","-78.68868037","0.0000","0.0000","134.8587","0.1045","0.4495","-0.9722","-26.4688","13.7578","-15.6484","72.0500","4.0500","4461.0400","59.1562","4.7109","91.6250","0.0000"
"2.350","28.7030","16","0.5851","-0.3085","0.0548","-82.9225","25.4485","632.3099","0.0796","0.1200","0.0180","42.83783535","-78.68868830","0.0000","0.0000","135.1906","0.1109","0.4886","-0.9622","-12.7227","1.4038","-16.9531","72.0500","4.0500","4409.1602","58.9375","5.5352","91.6250","0.0000"
"2.400","28.3479","16","0.6349","-0.2957","0.0177","-81.9270","27.9420","632.4179","0.0788","0.1200","0.0161","42.83783671","-78.68869611","0.0000","0.0000","135.3931","0.1394","0.5063","-0.9385","0.8862","-13.7031","-11.9375","72.0500","4.0500","4351.7998","59.3594","5.5352","91.6250","0.0000"
"2.450","28.0362","16","0.6180","-0.2980","0.0493","-80.4773","27.5140","632.6672","0.0780","0.1213","0.0162","42.83783800","-78.68870353","0.0000","0.0000","135.6406","0.1680","0.4827","-0.9431","12.0547","-10.6582","-14.8125","72.0500","4.0500","4304.9600","58.5938","5.5352","91.5625","0.0000"
"2.500","27.6938","16","0.5846","-0.2958","0.0327","-78.6951","26.3373","632.8080","0.0769","0.1300","0.0167","42.83783958","-78.68871076","0.0000","0.0000","135.6462","0.1580","0.4214","-0.9570","18.2969","11.7344","-9.5859","72.0500","4.0500","4245.8198","57.6094","4.7109","91.6250","0.0000"
"2.550","27.3436","16","0.5650","-0.2655","0.0336","-77.3664","25.7585","632.9624","0.0760","0.1238","0.0169","42.83784134","-78.68871792","0.0000","0.0000","135.9669","0.1456","0.3395","-0.9766","9.8398","23.5625","-1.3063","72.0500","4.0500","4192.4199","56.5000","5.5352","91.5625","0.0000"
"2.600","27.0258","16","0.5275","-0.2585","0.0011","-76.1296","24.3083","633.1399","0.0752","0.1200","0.0177","42.83784314","-78.68872484","0.0000","0.0000","136.5125","0.1589","0.2588","-0.9922","1.0488","24.3125","7.7070","72.0500","4.0500","4149.1401","55.9375","8.0000","91.6250","0.0000"
"2.650","26.6753","16","0.4555","-0.2425","-0.0234","-75.1600","21.2121","633.4032","0.0744","0.1200","0.0200","42.83784486","-78.68873170","0.0000","0.0000","136.7994","0.1280","0.1860","-1.0088","2.0081","25.0781","-0.5493","72.0500","4.0500","4099.8599","55.6562","6.3555","91.6250","0.0000"
"2.700","26.4956","16","0.3473","-0.2136","-0.0322","-74.5436","16.3281","633.4755","0.0736","0.1200","0.0258","42.83784667","-78.68873853","0.0000","0.0000","136.9681","0.0558","0.1165","-1.0371","15.3594","2.3633","-11.1250","72.0500","4.0500","4057.5000","55.4688","5.5352","91.6250","0.0000"
"2.750","26.2180","16","0.2432","-0.2106","0.0299","-73.8291","11.5321","633.5932","0.0725","0.1200","0.0362","42.83784837","-78.68874514","0.0000","0.0000","137.0187","0.1058","0.0638","-1.0547","29.1484","-4.5967","-22.6094","72.0500","4.0500","4023.3799","54.4688","4.7109","91.6250","0.0000"
"2.800","25.9914","16","0.1646","-0.2040","0.0880","-73.3997","7.8780","633.6843","0.0719","0.1200","0.0525","42.83784992","-78.68875183","0.0000","0.0000","137.1762","0.1854","0.0261","-1.0713","24.7188","7.6445","-1.1348","72.0500","4.0500","3970.5801","52.9219","5.5352","91.6250","0.0000"
"2.850","25.9474","15","0.0812","-0.2135","0.0623","-73.3107","3.9203","633.6475","0.0711","0.1213","0.1053","42.83785155","-78.68875852","0.0000","0.0000","137.3619","0.1772","0.0021","-1.0654","-0.7031","-0.8080","1.6302","72.0500","4.0500","3912.3401","51.8750","4.7109","91.6250","0.0000"
"2.900","25.7834","15","0.0192","-0.2358","0.0046","-73.1896","0.9343","633.5684","0.0703","0.1300","0.4392","42.83785317","-78.68876510","0.0000","0.0000","137.6094","0.1588","-0.0368","-1.0635","-14.5547","7.9023","5.3711","72.0500","4.0500","3861.8000","52.3281","6.3555","91.6250","0.0000"
"2.950","25.3468","15","0.0031","-0.2562","-0.0291","-73.2641","0.1515","633.5375","0.0695","0.1300","2.6620","42.83785479","-78.68877141","0.0000","0.0000","137.8119","0.1425","-0.0569","-1.0874","1.4316","5.0889","11.7930","72.0500","4.0500","3811.5400","53.4688","6.3555","91.6875","0.0000"
"3.000","24.9454","15","0.0014","-0.2779","0.0485","-73.5194","0.0677","633.5221","0.0687","0.1300","5.8621","42.83785647","-78.68877775","0.0000","0.0000","137.7838","0.1169","-0.1110","-1.1084","19.8906","4.7930","-11.1484","72.0500","4.0500","3768.1001","52.7969","5.5352","91.5625","0.0000"
"3.050","24.8251","15","-0.0432","-0.2905","0.0205","-73.5378","-2.1764","633.3760","0.0682","0.1412","0.1815","42.83785824","-78.68878417","0.0000","0.0000","137.8287","0.1212","-0.1349","-1.1143","30.5078","16.6953","11.5430","72.0500","4.0500","3749.4199","51.0625","5.5352","91.6250","0.0000"
"3.100","24.2920","15","-0.0707","-0.2845","-0.0633","-73.2633","-3.6079","633.1992","0.0675","0.1500","0.1072","42.83785996","-78.68879042","0.0000","0.0000","137.9806","0.1671","-0.1504","-1.0967","26.2344","20.4688","32.0312","72.0500","4.0491","3708.8000","50.0000","5.5352","91.6250","0.0000"
"3.150","23.9864","15","-0.0890","-0.2722","-0.0976","-73.5346","-4.6019","632.9947","0.0668","0.1562","0.0830","42.83786171","-78.68879661","0.0000","0.0000","138.0312","0.1785","-0.1867","-1.0732","8.0762","-0.5420","8.6318","72.0500","4.0481","3672.6001","48.4688","5.5352","91.6250","0.0000"
"3.200","23.6151","15","-0.1313","-0.2535","-0.1479","-73.8962","-6.8740","632.8078","0.0660","0.1600","0.0547","42.83786336","-78.68880269","0.0000","0.0000","138.1100","0.1521","-0.1947","-1.0596","-1.7695","-20.5625","-9.2266","72.0500","4.0471","3629.3000","49.0469","6.3555","91.6250","0.0000"
"3.250","23.4769","15","-0.1690","-0.2302","-0.1261","-74.1787","-8.9463","632.6909","0.0655","0.1600","0.0418","42.83786503","-78.68880885","0.0000","0.0000","138.3406","0.1470","-0.2560","-1.0708","20.3281","-21.0234","-16.5586","72.0500","4.0461","3584.8201","49.0938","6.3555","91.5625","0.0000"
"3.300","23.3641","15","-0.2083","-0.2062","-0.1441","-74.8117","-11.1512","632.5823","0.0648","0.1600","0.0333","42.83786655","-78.68881501","0.0000","0.0000","138.6219","0.1471","-0.3152","-1.0918","61.5938","9.6719","11.4219","72.0500","4.0478","3560.5200","47.4844","4.7109","91.5625","0.0000"
"3.350","23.1817","15","-0.2663","-0.1899","-0.1909","-75.8647","-14.3877","632.4341","0.0644","0.1600","0.0256","42.83786784","-78.68882108","0.0000","0.0000","138.7062","0.1649","-0.3673","-1.0845","44.4375","40.8438","25.2969","72.0500","4.0498","3511.1001","42.9688","7.1797","91.5625","0.0000"
"3.400","22.9618","15","-0.3210","-0.1958","-0.2143","-76.8018","-17.4989","632.3047","0.0637","0.1688","0.0209","42.83786909","-78.68882706","0.0000","0.0000","138.7062","0.2091","-0.3723","-1.0605","-2.4570","43.5938","28.8281","72.0500","4.0509","3449.6399","42.2500","4.7109","91.5625","0.0000"
"3.450","22.7841","15","-0.3613","-0.2247","-0.2048","-77.5047","-19.8846","632.2135","0.0633","0.1688","0.0182","42.83787026","-78.68883300","0.0000","0.0000","138.8244","0.2102","-0.3989","-1.0552","-15.5078","56.1562","26.6328","72.0500","4.0519","3367.0000","44.0938","6.3555","91.6250","0.0000"
"3.500","22.3688","15","-0.3729","-0.2462","-0.1919","-78.2859","-20.7531","632.2287","0.0627","0.1562","0.0172","42.83787125","-78.68883885","0.0000","0.0000","139.0719","0.1609","-0.4175","-1.0576","9.4453","54.4375","25.7969","72.0500","4.0511","3308.8000","44.5156","6.3555","91.6250","0.0000"
"3.550","22.0118","15","-0.3820","-0.2799","-0.1568","-79.8497","-21.5210","632.2847","0.0621","0.1437","0.0163","42.83787195","-78.68884483","0.0000","0.0000","139.3531","0.1227","-0.4130","-1.0400","46.5625","40.5469","27.2969","72.0500","4.0501","3304.7400","43.0000","5.5352","91.6250","0.0000"
"3.600","21.6841","15","-0.4047","-0.3408","-0.0724","-81.0815","-23.1243","632.3474","0.0617","0.1400","0.0149","42.83787256","-78.68885068","0.0000","0.0000","139.4375","0.1033","-0.4121","-1.0205","70.8125","22.9688","33.8438","72.0500","4.0518","3283.8201","40.2969","6.3555","91.5625","0.0000"
"3.650","21.3292","15","-0.4479","-0.3557","-0.0284","-82.0013","-26.0486","632.3874","0.0610","0.1388","0.0130","42.83787320","-78.68885634","0.0000","0.0000","139.3587","0.1071","-0.3975","-0.9985","52.9531","-5.8669","22.5938","72.0500","4.0538","3259.8999","36.6250","5.5352","91.6250","0.0000"
"3.700","20.8594","15","-0.4974","-0.3370","-0.0030","-83.5665","-29.4617","632.4364","0.0606","0.1300","0.0113","42.83787358","-78.68886180","0.0000","0.0000","139.3250","0.1305","-0.4138","-0.9775","24.6719","-26.1406","10.0312","72.0500","4.0522","3211.4800","35.4688","5.5352","91.5625","0.0000"
"3.750","20.5537","15","-0.5366","-0.3047","0.0797","-84.8814","-32.3553","632.5391","0.0602","0.1300","0.0101","42.83787393","-78.68886748","0.0000","0.0000","139.5219","0.1197","-0.4727","-1.0107","49.2656","6.1289","28.3750","72.0500","4.0502","3166.6001","34.8750","5.5352","91.6250","0.0000"
"3.800","20.2928","15","-0.5599","-0.2785","0.1240","-86.2483","-34.3049","632.6080","0.0598","0.1300","0.0094","42.83787415","-78.68887302","0.0000","0.0000","139.9606","0.1148","-0.5518","-1.0215","136.0000","25.0625","66.4375","72.0500","4.0500","3141.5400","31.6484","4.7109","91.5625","0.0000"
"3.850","19.8027","15","-0.5528","-0.2747","0.1416","-88.0151","-34.3974","632.6555","0.0593","0.1200","0.0092","42.83787417","-78.68887822","0.0000","0.0000","140.0338","0.1614","-0.5261","-0.9961","195.8125","19.2734","69.0625","72.0500","4.0500","3134.8000","21.8438","8.0000","91.6250","0.0000"
"3.900","19.5681","15","-0.5489","-0.2780","0.2251","-90.7135","-34.6859","632.7467","0.0589","0.1200","0.0090","42.83787379","-78.68888354","0.0000","0.0000","139.7244","0.1721","-0.4268","-0.9790","217.2500","6.4805","62.0312","72.0500","4.0500","3121.6201","11.7188","5.5352","91.6250","0.0000"
"3.950","19.4355","15","-0.5529","-0.2754","0.3040","-92.8707","-35.4952","632.7874","0.0587","0.1200","0.0087","42.83787345","-78.68888884","0.0000","0.0000","139.7637","0.1451","-0.2820","-0.9221","204.0625","-36.7266","61.2031","72.0500","4.0500","3086.9600","0.9321","5.5352","91.6250","0.0000"
"4.000","19.3233","15","-0.5637","-0.3002","0.2656","-94.1966","-36.7687","632.7788","0.0584","0.1200","0.0084","42.83787306","-78.68889417","0.0000","0.0000","140.0675","0.1354","-0.1467","-0.8496","172.7500","-13.6719","56.5938","72.0500","4.0500","3091.5000","-8.5664","3.8906","91.6250","0.0000"
"4.050","18.8804","16","-0.5826","-0.2966","0.3032","-95.7206","-38.6769","632.8125","0.0581","0.1200","0.0078","42.83787262","-78.68889940","0.0000","0.0000","140.5231","0.1192","-0.0897","-0.8306","166.8125","19.1484","49.7031","72.0500","4.0500","3088.3799","-16.0625","4.7109","91.5625","0.0000"
"4.100","18.4070","16","-0.5499","-0.2635","0.2759","-97.2492","-37.1438","632.8148","0.0579","0.1200","0.0079","42.83787200","-78.68890430","0.0000","0.0000","140.7144","0.1285","-0.0034","-0.8135","171.2500","15.6875","43.0312","72.0500","4.0500","3013.9199","-24.5781","6.3555","91.6250","0.0000"
"4.150","17.8973","16","-0.4911","-0.2074","0.2517","-98.7835","-33.6986","632.8022","0.0575","0.1200","0.0085","42.83787127","-78.68890926","0.0000","0.0000","140.6919","0.0710","0.1711","-0.8088","131.4062","12.1641","35.5156","72.0500","4.0500","2997.8601","-33.5625","3.8906","91.6250","0.0000"
