"Format","AiM CSV File"
"Session","Perimeter"
"Vehicle",""
"Racer",""
"Championship",""
"Comment",""
"Date","Saturday, September 27, 2025"
"Time","12:27 PM"
"Sample Rate","20"
"Duration","143.996"
"Segment","Session"
"Beacon Markers","21.471","43.357","63.265","83.041","102.566","122.023","143.996"
"Segment Times","0:21.471","0:21.886","0:19.908","0:19.776","0:19.525","0:19.457","0:21.973"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","Predictive Time","Prev Lap Diff","Temp","AccelerometerX","AccelerometerY","AccelerometerZ","GyroX","GyroY","GyroZ","Logger Temperature","Internal Batt","RPM","Steering Angle","Throttle","BrakePressure","Distance on GPS Speed"
"0.400","0.0646","15","0.0000","0.0000","-6.9876","33.8643","0.0000","646.4282","0.0230","0.1273","6.2137","42.83807239","-78.68761996","0.0000","0.0000","162.4460","-0.0441","-0.1042","-0.9649","1.0702","-2.3886","-0.6904","78.7156","4.0140","1192.6000","-0.7075","6.3555","91.6250","0.0000"
"0.450","0.0329","15","0.0000","0.0000","-23.7191","64.2179","0.0000","646.3816","0.0230","0.1105","6.2137","42.83807238","-78.68761981","0.0000","0.0000","162.3830","-0.0422","-0.1035","-0.9694","-0.3705","-2.1663","-0.4762","78.7156","4.0138","1136.1801","-0.7449","5.8305","91.5850","0.0000"
"0.500","0.1131","15","0.0000","0.0000","-26.6186","155.0713","0.0000","646.3633","0.0230","0.1300","6.2137","42.83807233","-78.68761981","0.0000","0.0000","162.2750","-0.0394","-0.1030","-0.9717","-0.0722","0.5138","-1.7875","78.7156","4.0118","1090.6600","-0.5858","6.5877","91.6025","0.0000"
"0.550","0.0821","15","0.0000","0.0000","-22.1837","71.3411","0.0000","646.3912","0.0230","0.1300","6.2137","42.83807241","-78.68761981","0.0000","0.0000","162.3920","-0.0396","-0.1025","-0.9650","0.1971","2.5382","-1.5253","78.7148","4.0101","1059.9600","-0.4224","6.1272","91.6250","0.0000"
"0.600","0.1752","15","0.0000","0.0000","-2.4982","-25.5978","0.0000","646.4660","0.0230","0.1300","6.2137","42.83807247","-78.68761993","0.0000","0.0000","162.5585","-0.0404","-0.1022","-0.9652","-1.1302","4.4074","0.3776","78.7077","4.0111","1049.6200","-0.6436","5.0077","91.6250","0.0000"
"0.650","0.1595","15","0.0000","0.0000","-1.1850","-37.4948","0.0000","646.4900","0.0230","0.1300","6.2137","42.83807247","-78.68761997","0.0000","0.0000","162.6125","-0.0434","-0.1042","-0.9693","0.9919","2.7022","0.9992","78.7007","4.0122","1021.0000","-0.5331","5.7634","91.6250","0.0000"
"0.700","0.0748","15","0.0000","0.0000","-24.3049","86.5233","0.0000","646.4231","0.0230","0.1155","6.2137","42.83807244","-78.68761982","0.0000","0.0000","162.5540","-0.0459","-0.1018","-0.9663","-0.1506","-0.2926","1.5408","78.6937","4.0142","1056.4200","-0.8670","5.8305","91.6250","0.0000"
"0.750","0.0738","15","0.0000","0.0000","-44.3187","9.7260","0.0000","646.3324","0.0230","0.1047","6.2137","42.83807238","-78.68761984","0.0000","0.0000","162.5585","-0.0414","-0.1021","-0.9670","-0.1475","-0.5749","-0.1100","78.6867","4.0156","1087.8800","-0.7705","6.0602","91.6250","0.0000"
"0.800","0.1408","15","0.0000","0.0000","-19.8023","-97.4393","0.0000","646.3838","0.0230","0.1173","6.2137","42.83807234","-78.68761985","0.0000","0.0000","162.6710","-0.0404","-0.1022","-0.9664","0.2234","-0.1815","-0.8859","78.6796","4.0126","1012.5200","-0.6634","5.3030","91.5850","0.0000"
"0.850","0.2027","15","0.0000","0.0000","-8.0673","-91.1947","0.0000","646.4443","0.0230","0.1200","6.2137","42.83807234","-78.68761997","0.0000","0.0000","162.8420","-0.0398","-0.1005","-0.9684","-0.0921","-0.1284","-0.7282","78.6726","4.0101","864.4000","-0.6229","3.1334","91.6025","0.0000"
"0.900","0.1843","15","0.0000","0.0000","-18.0063","-124.9956","0.0000","646.3914","0.0230","0.1177","6.2137","42.83807221","-78.68761994","0.0000","0.0000","163.0670","-0.0397","-0.1034","-0.9679","0.3762","0.7952","0.6101","78.6656","4.0111","778.0000","-0.6904","3.2986","91.6250","0.0000"
"0.950","0.1005","15","0.0000","0.0000","-35.9095","-37.4447","0.0000","646.3590","0.0230","0.1147","6.2137","42.83807225","-78.68761982","0.0000","0.0000","163.1750","-0.0363","-0.1008","-0.9640","-1.0316","5.6355","2.6483","78.6585","4.0118","909.1000","-0.7658","4.9431","91.6250","0.0000"
"1.000","0.0989","15","0.0000","0.0000","-23.5701","122.4815","0.0000","646.3788","0.0230","0.1200","6.2137","42.83807227","-78.68761974","0.0000","0.0000","163.0580","-0.0406","-0.1021","-0.9663","0.1119","-0.4427","2.5064","78.6515","4.0098","1190.8800","-0.6185","6.0602","91.6250","0.0000"
"1.050","0.0923","15","0.0000","0.0000","-28.8590","-169.1724","0.0000","646.3866","0.0230","0.1103","6.2137","42.83807225","-78.68761971","0.0000","0.0000","162.9500","-0.0472","-0.1015","-0.9695","0.1009","-4.0448","3.7278","78.6445","4.0082","1466.1200","-0.6916","5.8305","91.5850","0.0000"
"1.100","0.0562","15","0.0000","0.0000","-28.7731","31.7568","0.0000","646.4584","0.0230","0.1067","6.2137","42.83807224","-78.68761975","0.0000","0.0000","162.9500","-0.0430","-0.1014","-0.9683","0.4146","-5.6227","5.0953","78.6374","4.0102","1643.3600","-0.5388","6.0602","91.6025","0.0000"
"1.150","0.0557","15","0.0000","0.0000","7.3983","-37.2752","0.0000","646.6020","0.0230","0.1300","6.2137","42.83807224","-78.68761983","0.0000","0.0000","163.0085","-0.0423","-0.1013","-0.9668","1.1105","1.2131","6.1711","78.6304","4.0119","1658.7600","-0.6535","5.8305","91.6250","0.0000"
"1.200","0.0484","15","0.0000","0.0000","21.7908","106.3011","0.0000","646.6962","0.0230","0.1227","6.2137","42.83807219","-78.68761989","0.0000","0.0000","163.2380","-0.0470","-0.1008","-0.9663","1.2962","5.0619","6.1664","78.6234","4.0109","1581.6400","-0.8217","5.5352","91.6250","0.0000"
"1.250","0.0450","15","0.0000","0.0000","8.6030","99.4273","0.0000","646.6690","0.0230","0.1200","6.2137","42.83807214","-78.68761976","0.0000","0.0000","163.5755","-0.0451","-0.0958","-0.9646","-1.4119","6.4195","3.9673","78.6163","4.0101","1638.6000","-0.9834","4.4827","91.6250","0.0000"
"1.300","0.2145","15","0.0000","0.0000","-3.3355","160.7439","0.0000","646.6008","0.0230","0.1300","6.2137","42.83807207","-78.68761971","0.0000","0.0000","163.8545","-0.0445","-0.0986","-0.9653","1.2699","10.9270","4.8424","78.6093","4.0111","1767.9600","-0.5189","5.9956","91.5850","0.0000"
"1.350","0.1920","15","0.0000","0.0000","-0.0876","131.5324","0.0000","646.6067","0.0228","0.1252","6.2137","42.83807205","-78.68761956","0.0000","0.0000","163.9625","-0.0513","-0.1028","-0.9653","2.4837","10.1117","3.5603","78.6023","4.0120","1778.0000","-0.7276","6.6522","91.6025","0.0000"
"1.400","0.1627","15","0.0000","0.0000","4.9510","73.6611","0.0000","646.6425","0.0226","0.1128","6.2137","42.83807205","-78.68761951","0.0000","0.0000","163.8455","-0.0555","-0.1020","-0.9667","-0.8372","1.6570","-5.4460","78.5952","4.0120","1895.6200","-0.5858","5.3030","91.5850","0.0000"
"1.450","0.0966","15","0.0000","0.0000","7.2249","77.7223","0.0000","646.6551","0.0226","0.1100","6.2137","42.83807205","-78.68761952","0.0000","0.0000","163.6790","-0.0641","-0.0965","-0.9719","0.7601","0.9259","-4.5826","78.5882","4.0120","2092.1599","-0.7334","5.2384","91.6025","0.0000"
"1.500","0.0245","15","0.0000","0.0000","1.2282","-133.3190","0.0000","646.6145","0.0226","0.1177","6.2137","42.83807203","-78.68761950","0.0000","0.0000","163.6250","-0.0520","-0.0894","-0.9712","-0.3465","3.6519","5.2408","78.5812","4.0120","2254.1201","-0.8858","5.5352","91.6250","0.0000"
"1.550","0.0319","15","0.0000","0.0000","3.2112","-17.2574","0.0000","646.6434","0.0226","0.1195","6.2137","42.83807202","-78.68761952","0.0000","0.0000","163.6835","-0.0515","-0.0956","-0.9677","-0.6809","-2.3201","4.5247","78.5758","4.0122","2255.1399","-0.5135","6.0602","91.6250","0.0000"
"1.600","0.0697","15","0.0000","0.0000","5.6415","-78.7622","0.0000","646.7055","0.0226","0.1155","6.2137","42.83807201","-78.68761955","0.0000","0.0000","163.7375","-0.0561","-0.1030","-0.9658","0.5160","-3.4631","0.6384","78.5829","4.0142","2124.2600","-0.5919","6.8830","91.6250","0.0000"
"1.650","0.2707","15","0.0000","0.0000","4.9937","-82.2104","0.0000","646.7648","0.0226","0.1198","6.2137","42.83807202","-78.68761971","0.0000","0.0000","163.6790","-0.0477","-0.1053","-0.9679","1.6454","0.6848","3.7821","78.5899","4.0158","2013.5400","-0.7697","7.1797","91.6250","0.0000"
"1.700","0.2733","15","0.0000","0.0000","2.1142","-89.9139","0.0000","646.6919","0.0226","0.1200","6.2137","42.83807206","-78.68761979","0.0000","0.0000","163.6835","-0.0417","-0.1053","-0.9692","2.9916","4.9912","6.8441","78.5969","4.0138","1903.8000","-0.6073","6.6522","91.6250","0.0000"
"1.750","0.2212","15","0.0000","0.0000","3.2181","-99.8013","0.0000","646.6710","0.0226","0.1248","6.2137","42.83807195","-78.68761980","0.0000","0.0000","163.9130","-0.0430","-0.1023","-0.9668","-0.6533","8.3504","7.3107","78.6040","4.0120","1785.1801","-0.7939","5.8305","91.6250","0.0000"
"1.800","0.1275","15","0.0000","0.0000","6.7074","-12.4936","0.0000","646.6495","0.0226","0.1300","6.2137","42.83807203","-78.68761968","0.0000","0.0000","164.1920","-0.0415","-0.1040","-0.9677","-0.7125","6.3789","6.6453","78.6110","4.0120","1703.6000","-0.6184","6.0602","91.5850","0.0000"
"1.850","0.2796","15","0.0000","0.0000","4.3518","25.5304","0.0000","646.6550","0.0226","0.1300","6.2137","42.83807205","-78.68761952","0.0000","0.0000","164.3000","-0.0412","-0.0991","-0.9676","-0.3905","2.6954","4.1373","78.6180","4.0121","1645.2000","-0.3393","6.3555","91.5625","0.0000"
"1.900","0.2077","15","0.0000","0.0000","4.1058","69.3837","0.0000","646.6397","0.0226","0.1245","6.2137","42.83807204","-78.68761951","0.0000","0.0000","164.1245","-0.0409","-0.0962","-0.9672","-0.8824","2.5527","0.6435","78.6251","4.0131","1562.9000","-0.7400","6.3555","91.5625","0.0000"
"1.950","0.1566","15","0.0000","0.0000","2.1391","128.2796","0.0000","646.5897","0.0226","0.1400","6.2137","42.83807192","-78.68761945","0.0000","0.0000","163.9625","-0.0430","-0.0979","-0.9677","-2.3918","-1.9846","-1.5991","78.6321","4.0138","1489.4000","-0.8881","6.3555","91.6025","0.0000"
"2.000","0.1273","15","0.0000","0.0000","6.0404","94.5947","0.0000","646.5885","0.0226","0.1400","6.2137","42.83807194","-78.68761947","0.0000","0.0000","164.1380","-0.0437","-0.0987","-0.9702","-2.6340","-4.0205","-1.1115","78.6391","4.0118","1443.2000","-0.3311","6.3555","91.6250","0.0000"
"2.050","0.0247","15","0.0000","0.0000","41.9549","2.0454","0.0000","646.6362","0.0226","0.1303","6.2137","42.83807198","-78.68761940","0.0000","0.0000","164.2415","-0.0445","-0.1020","-0.9719","3.6225","-4.6213","-2.5510","78.6462","4.0101","1461.9600","-0.1746","5.8305","91.6250","0.0000"
"2.100","0.0808","15","0.0000","0.0000","15.5398","-125.2341","0.0000","646.6341","0.0226","0.1478","6.2137","42.83807186","-78.68761954","0.0000","0.0000","164.0705","-0.0434","-0.0973","-0.9669","1.6807","-3.5354","1.7099","78.6532","4.0111","1470.3400","-0.9905","5.5352","91.6250","0.0000"
"2.150","0.0913","15","0.0000","0.0000","6.4468","-125.5853","0.0000","646.6129","0.0226","0.1447","6.2137","42.83807180","-78.68761954","0.0000","0.0000","164.0795","-0.0433","-0.0986","-0.9675","-1.2483","0.1811","-0.9189","78.6602","4.0119","1386.4600","-0.6215","5.5352","91.5850","0.0000"
"2.200","0.1728","15","0.0000","0.0000","4.6369","82.8754","0.0000","646.5894","0.0226","0.1427","6.2137","42.83807173","-78.68761954","0.0000","0.0000","164.1875","-0.0432","-0.1039","-0.9697","1.7436","2.2267","-1.9078","78.6672","4.0109","1393.7200","-0.7628","6.5877","91.6025","0.0000"
"2.250","0.1479","15","0.0000","0.0000","7.2314","139.3527","0.0000","646.5940","0.0226","0.1400","6.2137","42.83807172","-78.68761943","0.0000","0.0000","164.0705","-0.0439","-0.0974","-0.9690","-0.0337","1.8118","1.0893","78.6743","4.0101","1464.5400","-1.0959","6.1272","91.6250","0.0000"
"2.300","0.1018","15","0.0000","0.0000","10.4654","86.8074","0.0000","646.6218","0.0226","0.1423","6.2137","42.83807177","-78.68761943","0.0000","0.0000","163.9625","-0.0418","-0.0955","-0.9683","-3.0856","-1.5894","2.2112","78.6813","4.0111","1433.6400","-0.8321","5.5352","91.6250","0.0000"
"2.350","0.0688","15","0.0000","0.0000","11.9432","-19.2622","0.0000","646.6160","0.0226","0.1500","6.2137","42.83807173","-78.68761949","0.0000","0.0000","164.1965","-0.0408","-0.1008","-0.9688","0.9162","1.7293","4.6346","78.6883","4.0119","1425.1400","-0.2414","5.0077","91.6250","0.0000"
"2.400","0.0424","15","0.0000","0.0000","17.5851","-61.2693","0.0000","646.6227","0.0226","0.1355","6.2137","42.83807173","-78.68761956","0.0000","0.0000","164.4125","-0.0421","-0.0994","-0.9659","-3.8205","2.7001","3.2737","78.6954","4.0109","1449.6400","-0.7816","5.2384","91.5850","0.0000"
"2.450","0.0731","15","0.0000","0.0000","23.6689","-146.3820","0.0000","646.6584","0.0226","0.1495","6.2137","42.83807168","-78.68761959","0.0000","0.0000","164.2955","-0.0382","-0.1030","-0.9616","-11.7203","-0.5197","-4.2124","78.7024","4.0101","1487.4600","-0.2026","5.5352","91.6017","0.0000"
"2.500","0.0618","15","0.0000","0.0000","37.3729","9.1735","0.0000","646.6871","0.0226","0.1345","6.2137","42.83807173","-78.68761944","0.0000","0.0000","164.3045","-0.0355","-0.1077","-0.9648","-9.2684","-1.6601","-7.3266","78.7094","4.0111","1545.2200","0.2550","6.0437","91.6250","0.0000"
"2.550","0.1406","15","0.0000","0.0000","14.8040","28.1896","0.0000","646.6795","0.0226","0.1500","6.2137","42.83807175","-78.68761934","0.0000","0.0000","164.4125","-0.0415","-0.1155","-0.9692","6.7159","-3.0295","-0.7762","78.7156","4.0118","1527.8400","0.3035","6.3555","91.6250","0.0000"
"2.600","0.1785","15","0.0000","0.0000","6.0997","-12.3363","0.0000","646.5971","0.0226","0.1427","6.2137","42.83807178","-78.68761938","0.0000","0.0000","164.4710","-0.0420","-0.1061","-0.9674","11.0410","-3.9421","8.0729","78.7156","4.0098","1582.1200","-0.7135","5.3359","91.6250","0.0000"
"2.650","0.1179","15","0.0000","0.0000","-8.0720","-65.1962","0.0000","646.4547","0.0226","0.1303","6.2137","42.83807171","-78.68761947","0.0000","0.0000","164.7005","-0.0415","-0.0998","-0.9644","1.6793","1.7152","7.9066","78.7156","4.0084","1678.6801","-0.5850","4.7109","91.6250","0.0000"
"2.700","0.1793","15","0.0000","0.0000","-11.8155","-150.8515","0.0000","646.4375","0.0226","0.1400","6.2137","42.83807163","-78.68761955","0.0000","0.0000","164.9210","-0.0383","-0.1044","-0.9667","1.2604","6.2863","3.7408","78.7156","4.0114","1657.7000","-0.5682","5.7305","91.6250","0.0000"
"2.750","0.1298","15","0.0000","0.0000","-4.2908","-172.8855","0.0000","646.5009","0.0226","0.1400","6.2137","42.83807152","-78.68761947","0.0000","0.0000","164.8580","-0.0357","-0.1005","-0.9649","0.5081","3.7890","4.1893","78.7156","4.0141","1688.2600","-1.0126","5.8469","91.6250","0.0000"
"2.800","0.0774","15","0.0000","0.0000","15.3539","13.2584","0.0000","646.5592","0.0226","0.1328","6.2137","42.83807153","-78.68761947","0.0000","0.0000","164.6330","-0.0394","-0.1027","-0.9648","-1.8382","1.4969","-3.5342","78.7156","4.0151","1814.2000","-0.5438","5.5352","91.6250","0.0000"
"2.850","0.0326","15","0.0000","0.0000","-1.0307","9.8646","0.0000","646.5284","0.0226","0.1398","6.2137","42.83807152","-78.68761942","0.0000","0.0000","164.6420","-0.0396","-0.1048","-0.9651","-1.5387","1.4161","-2.5197","78.7156","4.0155","1871.1801","-0.5417","5.5352","91.5863","0.0000"
"2.900","0.1160","15","0.0000","0.0000","4.1111","14.2349","0.0000","646.5156","0.0226","0.1400","6.2137","42.83807164","-78.68761939","0.0000","0.0000","164.8670","-0.0389","-0.1047","-0.9658","0.4717","2.2501","-0.0361","78.7156","4.0115","1843.6000","-0.5449","5.0241","91.6012","0.0000"
"2.950","0.1183","15","0.0000","0.0000","-4.2148","44.1986","0.0000","646.4807","0.0226","0.1400","6.2137","42.83807158","-78.68761939","0.0000","0.0000","164.9165","-0.0435","-0.1039","-0.9663","0.3966","3.6725","-2.6148","78.7156","4.0086","1847.3000","-0.4855","4.7109","91.5863","0.0000"
"3.000","0.0775","15","0.0000","0.0000","4.7655","84.3456","0.0000","646.4975","0.0226","0.1328","6.2137","42.83807156","-78.68761940","0.0000","0.0000","164.8625","-0.0336","-0.1016","-0.9644","-0.1938","2.8373","-2.4227","78.7156","4.0136","1872.4000","-0.6131","3.6925","91.6012","0.0000"
"3.050","0.0551","15","0.0000","0.0000","-18.0091","-143.3462","0.0000","646.4602","0.0226","0.1300","6.2137","42.83807145","-78.68761940","0.0000","0.0000","164.8625","-0.0273","-0.1009","-0.9620","-1.4795","7.7367","1.5115","78.7156","4.0180","1953.9399","-0.5624","4.5978","91.6250","0.0000"
"3.100","0.0347","15","0.0000","0.0000","-6.4089","-63.7475","0.0000","646.4084","0.0226","0.1300","6.2137","42.83807145","-78.68761950","0.0000","0.0000","164.9795","-0.0336","-0.1043","-0.9642","0.7559","2.5891","0.9820","78.7156","4.0180","2066.5801","-0.4957","5.0241","91.5863","0.0000"
"3.150","0.0319","15","0.0000","0.0000","3.2112","-17.2574","0.0000","646.4325","0.0226","0.1300","6.2137","42.83807145","-78.68761945","0.0000","0.0000","165.0290","-0.0449","-0.1027","-0.9666","-0.0428","-6.5092","1.9933","78.7156","4.0176","2089.5801","-0.7579","5.2220","91.6012","0.0000"
"3.200","0.0945","15","0.0000","0.0000","-1.7321","-22.3764","0.0000","646.4591","0.0226","0.1300","6.2137","42.83807145","-78.68761940","0.0000","0.0000","164.9165","-0.0439","-0.1040","-0.9640","0.5135","-0.7998","4.0893","78.7156","4.0146","2164.5601","-0.4357","6.0437","91.6250","0.0000"
"3.250","0.0643","15","0.0000","0.0000","1.4213","-168.1509","0.0000","646.4156","0.0226","0.1398","6.2137","42.83807132","-78.68761940","0.0000","0.0000","164.8625","-0.0374","-0.1015","-0.9622","2.9937","4.1750","4.0325","78.7156","4.0122","2266.9800","-0.7063","5.8469","91.5863","0.0000"
"3.300","0.0922","15","0.0000","0.0000","7.1013","141.4566","0.0000","646.4144","0.0226","0.1300","6.2137","42.83807132","-78.68761940","0.0000","0.0000","164.8625","-0.0358","-0.0956","-0.9595","-3.1854","-0.5919","-4.9404","78.7156","4.0142","2307.8999","-0.7652","5.5352","91.6012","0.0000"
"3.350","0.1056","15","0.0000","0.0000","3.5948","140.3094","0.0000","646.4279","0.0226","0.1300","6.2137","42.83807128","-78.68761935","0.0000","0.0000","164.9210","-0.0406","-0.0957","-0.9619","-6.4246","-5.0615","-3.5665","78.7156","4.0161","2303.5801","-0.4730","6.5548","91.6250","0.0000"
"3.400","0.0869","16","0.0000","0.0000","4.8488","90.6722","0.0000","646.4222","0.0226","0.1300","6.2137","42.83807130","-78.68761937","0.0000","0.0000","164.9165","-0.0514","-0.1005","-0.9619","-1.7687","0.2047","2.6141","78.7156","4.0171","2269.2200","-0.8334","6.6687","91.5863","0.0000"
"3.450","0.0673","16","0.0000","0.0000","1.3917","28.3680","0.0000","646.3960","0.0226","0.1300","6.2137","42.83807136","-78.68761926","0.0000","0.0000","164.9795","-0.0475","-0.1029","-0.9645","2.0145","4.6095","4.5266","78.7156","4.0180","2285.5601","-0.3858","5.8469","91.6012","0.0000"
"3.500","0.0087","16","0.0000","0.0000","1.3642","34.4041","0.0000","646.3968","0.0226","0.1300","6.2137","42.83807124","-78.68761928","0.0000","0.0000","165.1460","-0.0367","-0.1034","-0.9644","2.7572","-1.8539","-0.5534","78.7156","4.0180","2326.9399","-0.7927","6.0437","91.6250","0.0000"
"3.550","0.0310","16","0.0000","0.0000","-18.6551","88.0632","0.0000","646.3751","0.0226","0.1300","6.2137","42.83807123","-78.68761927","0.0000","0.0000","164.9660","-0.0320","-0.0948","-0.9629","-1.7091","-2.6487","-5.1035","78.7156","4.0180","2334.8000","-0.7541","6.3555","91.6250","0.0000"
"3.600","0.1113","16","0.0000","0.0000","-19.2038","4.5093","0.0000","646.3167","0.0226","0.1373","6.2137","42.83807132","-78.68761922","0.0000","0.0000","164.6915","-0.0340","-0.0920","-0.9648","-0.4151","-2.3798","-5.5150","78.7156","4.0180","2353.3000","-0.6990","6.3555","91.6250","0.0000"
"3.650","0.0852","15","0.0000","0.0000","-14.4293","-6.0609","0.0000","646.2590","0.0226","0.1303","6.2137","42.83807135","-78.68761918","0.0000","0.0000","164.7545","-0.0441","-0.0989","-0.9647","3.3637","1.9885","-2.9284","78.7156","4.0180","2255.2600","-0.7995","6.3555","91.6250","0.0000"
"3.700","0.0786","16","0.0000","0.0000","-16.7978","-44.8075","0.0000","646.2582","0.0226","0.1177","6.2137","42.83807132","-78.68761919","0.0000","0.0000","164.8040","-0.0587","-0.1002","-0.9653","0.8302","3.6434","-0.7415","78.7156","4.0180","2052.3601","-0.9727","6.3555","91.6250","0.0000"
"3.750","0.0268","16","0.0000","0.0000","-41.9967","-12.4993","0.0000","646.2480","0.0226","0.1005","6.2137","42.83807125","-78.68761920","0.0000","0.0000","164.7500","-0.0590","-0.1005","-0.9680","-2.0931","-0.4529","-1.5477","78.7156","4.0180","1948.4000","-0.7187","6.3555","91.5863","0.0000"
"3.800","0.0316","15","0.0000","0.0000","-69.4838","66.6205","0.0000","646.2194","0.0226","0.0900","6.2137","42.83807123","-78.68761918","0.0000","0.0000","164.9255","-0.0488","-0.1034","-0.9683","-1.0576","-0.1909","3.2911","78.7156","4.0180","1910.8000","-0.8038","6.8665","91.6012","0.0000"
"3.850","0.1611","15","0.0000","0.0000","-7.7177","-112.0523","0.0000","646.2810","0.0226","0.1290","6.2137","42.83807116","-78.68761923","0.0000","0.0000","165.0875","-0.0411","-0.1028","-0.9663","1.2545","5.7025","4.7588","78.7156","4.0176","1819.1801","-0.7341","6.1601","91.6250","0.0000"
"3.900","0.2900","16","0.0000","0.0000","2.9536","-122.4989","0.0000","646.3512","0.0226","0.1200","6.2137","42.83807104","-78.68761942","0.0000","0.0000","164.9705","-0.0401","-0.0996","-0.9663","0.8656","8.8344","3.9845","78.7156","4.0146","1718.2800","-0.8780","6.0437","91.6250","0.0000"
"3.950","0.2662","16","0.0000","0.0000","6.7883","-124.3786","0.0000","646.4300","0.0226","0.1200","6.2137","42.83807097","-78.68761947","0.0000","0.0000","164.9795","-0.0383","-0.0988","-0.9677","0.0805","1.6115","3.8170","78.7156","4.0119","1653.3000","-0.8138","6.3555","91.5863","0.0000"
"4.000","0.1540","16","0.0000","0.0000","2.3659","59.0316","0.0000","646.3381","0.0226","0.1273","6.2137","42.83807096","-78.68761933","0.0000","0.0000","165.2630","-0.0391","-0.0999","-0.9669","1.9402","2.5232","4.9711","78.7156","4.0109","1601.8600","-0.7351","6.3555","91.6012","0.0000"
"4.050","0.1911","16","0.0000","0.0000","-1.0774","117.6097","0.0000","646.2629","0.0223","0.1300","6.2137","42.83807097","-78.68761926","0.0000","0.0000","165.4835","-0.0425","-0.0984","-0.9650","-1.0924","3.4829","3.4649","78.7156","4.0105","1574.6000","-1.0485","6.8665","91.6250","0.0000"
